LapNumber,is_lap_1,endpoint_TyreLife,Position,endpoint_Stint,LapTime_Seconds,stint_comp,endpoint_shouldpit,race_group
55.0,0,16,20.0,3,79.523,8.0,0,2023_R7.0
56.0,0,17,20.0,3,81.435,8.5,0,2023_R7.0
57.0,0,18,20.0,3,79.922,9.0,0,2023_R7.0
58.0,0,19,20.0,3,81.352,9.5,0,2023_R7.0
59.0,0,20,20.0,3,79.359,10.0,0,2023_R7.0
60.0,0,21,20.0,3,79.704,10.5,0,2023_R7.0
61.0,0,22,19.0,3,78.959,11.0,0,2023_R7.0
62.0,0,23,19.0,3,79.72,11.5,0,2023_R7.0
63.0,0,24,19.0,3,79.774,12.0,0,2023_R7.0
64.0,0,25,19.0,3,82.619,12.5,0,2023_R7.0
65.0,0,26,19.0,3,80.781,13.0,0,2023_R7.0
1.0,1,1,16.0,1,91.797,0.5,0,2023_R7.0
2.0,0,2,15.0,1,83.068,1.0,0,2023_R7.0
3.0,0,3,15.0,1,82.007,1.5,0,2023_R7.0
4.0,0,4,15.0,1,81.717,2.0,0,2023_R7.0
5.0,0,5,15.0,1,81.6,2.5,0,2023_R7.0
6.0,0,6,15.0,1,81.572,3.0,0,2023_R7.0
7.0,0,7,15.0,1,82.165,3.5,0,2023_R7.0
8.0,0,8,14.0,1,82.489,4.0,1,2023_R7.0
9.0,0,9,16.0,1,85.276,4.5,0,2023_R7.0
10.0,0,1,19.0,2,100.443,0.5,0,2023_R7.0
11.0,0,2,18.0,2,80.705,1.0,0,2023_R7.0
12.0,0,3,19.0,2,81.357,1.5,0,2023_R7.0
13.0,0,4,19.0,2,80.553,2.0,0,2023_R7.0
14.0,0,5,19.0,2,81.363,2.5,0,2023_R7.0
15.0,0,6,18.0,2,80.776,3.0,0,2023_R7.0
16.0,0,7,18.0,2,81.022,3.5,0,2023_R7.0
17.0,0,8,16.0,2,80.808,4.0,0,2023_R7.0
18.0,0,9,14.0,2,81.221,4.5,0,2023_R7.0
19.0,0,10,15.0,2,81.571,5.0,0,2023_R7.0
20.0,0,11,14.0,2,81.217,5.5,0,2023_R7.0
21.0,0,12,14.0,2,81.642,6.0,0,2023_R7.0
22.0,0,13,14.0,2,81.656,6.5,0,2023_R7.0
23.0,0,14,15.0,2,82.426,7.0,0,2023_R7.0
24.0,0,15,14.0,2,81.431,7.5,0,2023_R7.0
25.0,0,16,14.0,2,80.52,8.0,0,2023_R7.0
26.0,0,17,15.0,2,81.99,8.5,0,2023_R7.0
27.0,0,18,14.0,2,80.811,9.0,0,2023_R7.0
28.0,0,19,14.0,2,80.848,9.5,0,2023_R7.0
29.0,0,20,14.0,2,80.497,10.0,0,2023_R7.0
30.0,0,21,14.0,2,80.46,10.5,0,2023_R7.0
31.0,0,22,14.0,2,80.483,11.0,0,2023_R7.0
32.0,0,23,14.0,2,80.503,11.5,0,2023_R7.0
33.0,0,24,14.0,2,80.724,12.0,0,2023_R7.0
34.0,0,25,14.0,2,80.923,12.5,0,2023_R7.0
35.0,0,26,12.0,2,80.77,13.0,0,2023_R7.0
36.0,0,27,11.0,2,80.764,13.5,0,2023_R7.0
37.0,0,28,10.0,2,80.909,14.0,1,2023_R7.0
38.0,0,29,13.0,2,84.278,14.5,0,2023_R7.0
39.0,0,1,17.0,3,98.438,0.5,0,2023_R7.0
40.0,0,2,17.0,3,79.346,1.0,0,2023_R7.0
41.0,0,3,16.0,3,78.594,1.5,0,2023_R7.0
42.0,0,4,15.0,3,80.21,2.0,0,2023_R7.0
43.0,0,5,15.0,3,79.24,2.5,0,2023_R7.0
44.0,0,6,14.0,3,79.312,3.0,0,2023_R7.0
45.0,0,7,14.0,3,78.931,3.5,0,2023_R7.0
46.0,0,8,14.0,3,78.972,4.0,0,2023_R7.0
47.0,0,9,14.0,3,79.111,4.5,0,2023_R7.0
48.0,0,10,14.0,3,78.803,5.0,0,2023_R7.0
49.0,0,11,14.0,3,79.009,5.5,0,2023_R7.0
50.0,0,12,14.0,3,79.34,6.0,0,2023_R7.0
51.0,0,13,14.0,3,79.35,6.5,0,2023_R7.0
52.0,0,14,14.0,3,79.298,7.0,0,2023_R7.0
53.0,0,15,14.0,3,79.186,7.5,0,2023_R7.0
54.0,0,16,14.0,3,79.299,8.0,0,2023_R7.0
55.0,0,17,14.0,3,79.035,8.5,0,2023_R7.0
56.0,0,18,14.0,3,79.294,9.0,0,2023_R7.0
57.0,0,19,14.0,3,79.164,9.5,0,2023_R7.0
58.0,0,20,14.0,3,79.24,10.0,0,2023_R7.0
59.0,0,21,14.0,3,79.014,10.5,0,2023_R7.0
60.0,0,22,14.0,3,79.399,11.0,0,2023_R7.0
61.0,0,23,14.0,3,79.372,11.5,0,2023_R7.0
62.0,0,24,14.0,3,80.567,12.0,0,2023_R7.0
63.0,0,25,14.0,3,79.184,12.5,0,2023_R7.0
64.0,0,26,14.0,3,79.166,13.0,0,2023_R7.0
65.0,0,27,14.0,3,79.031,13.5,0,2023_R7.0
1.0,1,1,15.0,1,91.543,0.5,0,2023_R7.0
2.0,0,2,14.0,1,82.874,1.0,0,2023_R7.0
3.0,0,3,14.0,1,81.972,1.5,0,2023_R7.0
4.0,0,4,14.0,1,81.884,2.0,0,2023_R7.0
5.0,0,5,14.0,1,81.453,2.5,0,2023_R7.0
6.0,0,6,14.0,1,81.432,3.0,0,2023_R7.0
7.0,0,7,14.0,1,82.22,3.5,0,2023_R7.0
8.0,0,8,13.0,1,82.579,4.0,0,2023_R7.0
9.0,0,9,13.0,1,81.563,4.5,0,2023_R7.0
10.0,0,10,11.0,1,81.41,5.0,0,2023_R7.0
11.0,0,11,10.0,1,81.06,5.5,0,2023_R7.0
12.0,0,12,10.0,1,81.058,6.0,0,2023_R7.0
13.0,0,13,10.0,1,81.318,6.5,0,2023_R7.0
14.0,0,14,9.0,1,81.307,7.0,0,2023_R7.0
15.0,0,15,8.0,1,81.36,7.5,0,2023_R7.0
16.0,0,16,7.0,1,81.543,8.0,0,2023_R7.0
17.0,0,17,6.0,1,81.554,8.5,0,2023_R7.0
18.0,0,18,6.0,1,81.199,9.0,1,2023_R7.0
19.0,0,19,7.0,1,86.187,9.5,0,2023_R7.0
20.0,0,1,16.0,2,100.742,0.5,0,2023_R7.0
21.0,0,2,15.0,2,79.437,1.0,0,2023_R7.0
22.0,0,3,15.0,2,80.694,1.5,0,2023_R7.0
23.0,0,4,14.0,2,81.299,2.0,0,2023_R7.0
24.0,0,5,13.0,2,79.647,2.5,0,2023_R7.0
25.0,0,6,13.0,2,79.868,3.0,0,2023_R7.0
26.0,0,7,12.0,2,80.473,3.5,0,2023_R7.0
27.0,0,8,12.0,2,79.477,4.0,0,2023_R7.0
28.0,0,9,12.0,2,79.996,4.5,0,2023_R7.0
29.0,0,10,12.0,2,80.141,5.0,0,2023_R7.0
30.0,0,11,12.0,2,80.474,5.5,0,2023_R7.0
31.0,0,12,12.0,2,80.393,6.0,0,2023_R7.0
32.0,0,13,12.0,2,80.506,6.5,0,2023_R7.0
33.0,0,14,12.0,2,80.943,7.0,0,2023_R7.0
34.0,0,15,12.0,2,80.433,7.5,0,2023_R7.0
35.0,0,16,10.0,2,81.005,8.0,0,2023_R7.0
36.0,0,17,8.0,2,80.884,8.5,0,2023_R7.0
37.0,0,18,8.0,2,80.466,9.0,0,2023_R7.0
38.0,0,19,8.0,2,80.404,9.5,1,2023_R7.0
39.0,0,20,9.0,2,84.147,10.0,0,2023_R7.0
40.0,0,1,14.0,3,100.082,0.5,0,2023_R7.0
41.0,0,2,14.0,3,78.375,1.0,0,2023_R7.0
42.0,0,3,13.0,3,78.577,1.5,0,2023_R7.0
43.0,0,4,13.0,3,78.658,2.0,0,2023_R7.0
44.0,0,5,12.0,3,78.804,2.5,0,2023_R7.0
45.0,0,6,12.0,3,79.161,3.0,0,2023_R7.0
46.0,0,7,12.0,3,79.092,3.5,0,2023_R7.0
47.0,0,8,12.0,3,78.948,4.0,0,2023_R7.0
48.0,0,9,11.0,3,79.191,4.5,0,2023_R7.0
49.0,0,10,11.0,3,78.843,5.0,0,2023_R7.0
50.0,0,11,11.0,3,78.845,5.5,0,2023_R7.0
51.0,0,12,11.0,3,78.796,6.0,0,2023_R7.0
52.0,0,13,11.0,3,79.006,6.5,0,2023_R7.0
53.0,0,14,11.0,3,78.824,7.0,0,2023_R7.0
54.0,0,15,11.0,3,78.991,7.5,0,2023_R7.0
55.0,0,16,11.0,3,79.195,8.0,0,2023_R7.0
56.0,0,17,11.0,3,79.565,8.5,0,2023_R7.0
57.0,0,18,11.0,3,79.287,9.0,0,2023_R7.0
58.0,0,19,11.0,3,79.232,9.5,0,2023_R7.0
59.0,0,20,11.0,3,78.994,10.0,0,2023_R7.0
60.0,0,21,11.0,3,78.965,10.5,0,2023_R7.0
61.0,0,22,11.0,3,79.052,11.0,0,2023_R7.0
62.0,0,23,11.0,3,79.178,11.5,0,2023_R7.0
63.0,0,24,11.0,3,79.232,12.0,0,2023_R7.0
64.0,0,25,11.0,3,79.524,12.5,0,2023_R7.0
65.0,0,26,11.0,3,78.99,13.0,0,2023_R7.0
66.0,0,27,11.0,3,79.118,13.5,0,2023_R7.0
1.0,1,1,4.0,1,86.376,0.5,0,2023_R7.0
2.0,0,2,4.0,1,81.678,1.0,0,2023_R7.0
3.0,0,3,4.0,1,80.839,1.5,0,2023_R7.0
4.0,0,4,4.0,1,80.962,2.0,0,2023_R7.0
5.0,0,5,4.0,1,80.755,2.5,0,2023_R7.0
6.0,0,6,4.0,1,80.705,3.0,0,2023_R7.0
7.0,0,7,4.0,1,80.488,3.5,0,2023_R7.0
8.0,0,8,3.0,1,80.478,4.0,0,2023_R7.0
9.0,0,9,3.0,1,80.812,4.5,0,2023_R7.0
10.0,0,10,3.0,1,80.71,5.0,0,2023_R7.0
11.0,0,11,3.0,1,80.646,5.5,0,2023_R7.0
12.0,0,12,3.0,1,80.504,6.0,0,2023_R7.0
13.0,0,13,3.0,1,80.552,6.5,0,2023_R7.0
14.0,0,14,3.0,1,80.785,7.0,0,2023_R7.0
15.0,0,15,2.0,1,80.865,7.5,0,2023_R7.0
16.0,0,16,2.0,1,79.733,8.0,0,2023_R7.0
17.0,0,17,2.0,1,80.253,8.5,0,2023_R7.0
18.0,0,18,2.0,1,80.172,9.0,0,2023_R7.0
19.0,0,19,2.0,1,80.324,9.5,0,2023_R7.0
20.0,0,20,2.0,1,80.527,10.0,0,2023_R7.0
21.0,0,21,2.0,1,80.681,10.5,0,2023_R7.0
22.0,0,22,2.0,1,80.562,11.0,0,2023_R7.0
23.0,0,23,2.0,1,80.786,11.5,1,2023_R7.0
24.0,0,24,2.0,1,84.672,12.0,0,2023_R7.0
25.0,0,1,5.0,2,99.313,0.5,0,2023_R7.0
26.0,0,2,4.0,2,79.629,1.0,0,2023_R7.0
27.0,0,3,3.0,2,79.186,1.5,0,2023_R7.0
28.0,0,4,2.0,2,79.161,2.0,0,2023_R7.0
29.0,0,5,2.0,2,79.8,2.5,0,2023_R7.0
30.0,0,6,2.0,2,79.292,3.0,0,2023_R7.0
31.0,0,7,2.0,2,79.483,3.5,0,2023_R7.0
32.0,0,8,2.0,2,79.215,4.0,0,2023_R7.0
33.0,0,9,2.0,2,79.199,4.5,0,2023_R7.0
34.0,0,10,2.0,2,79.028,5.0,0,2023_R7.0
35.0,0,11,2.0,2,78.927,5.5,0,2023_R7.0
36.0,0,12,2.0,2,79.127,6.0,0,2023_R7.0
37.0,0,13,2.0,2,79.835,6.5,0,2023_R7.0
38.0,0,14,2.0,2,79.732,7.0,0,2023_R7.0
39.0,0,15,2.0,2,79.594,7.5,0,2023_R7.0
40.0,0,16,2.0,2,79.468,8.0,0,2023_R7.0
41.0,0,17,2.0,2,79.523,8.5,0,2023_R7.0
42.0,0,18,2.0,2,79.187,9.0,0,2023_R7.0
43.0,0,19,2.0,2,79.078,9.5,0,2023_R7.0
44.0,0,20,2.0,2,79.121,10.0,0,2023_R7.0
45.0,0,21,2.0,2,79.201,10.5,0,2023_R7.0
46.0,0,22,2.0,2,78.965,11.0,0,2023_R7.0
47.0,0,23,2.0,2,78.933,11.5,0,2023_R7.0
48.0,0,24,2.0,2,79.183,12.0,0,2023_R7.0
49.0,0,25,2.0,2,78.968,12.5,1,2023_R7.0
50.0,0,26,2.0,2,82.701,13.0,0,2023_R7.0
51.0,0,1,2.0,3,98.688,0.5,0,2023_R7.0
52.0,0,2,2.0,3,78.621,1.0,0,2023_R7.0
53.0,0,3,2.0,3,78.564,1.5,0,2023_R7.0
54.0,0,4,2.0,3,77.529,2.0,0,2023_R7.0
55.0,0,5,2.0,3,77.575,2.5,0,2023_R7.0
56.0,0,6,2.0,3,77.874,3.0,0,2023_R7.0
57.0,0,7,2.0,3,77.725,3.5,0,2023_R7.0
58.0,0,8,2.0,3,77.848,4.0,0,2023_R7.0
59.0,0,9,2.0,3,78.138,4.5,0,2023_R7.0
60.0,0,10,2.0,3,78.475,5.0,0,2023_R7.0
61.0,0,11,2.0,3,77.627,5.5,0,2023_R7.0
62.0,0,12,2.0,3,76.676,6.0,0,2023_R7.0
63.0,0,13,2.0,3,78.967,6.5,0,2023_R7.0
64.0,0,14,2.0,3,78.579,7.0,0,2023_R7.0
65.0,0,15,2.0,3,80.31,7.5,0,2023_R7.0
66.0,0,16,2.0,3,79.12,8.0,0,2023_R7.0
1.0,1,1,8.0,1,89.133,0.5,0,2023_R7.0
2.0,0,2,8.0,1,81.912,1.0,0,2023_R7.0
3.0,0,3,8.0,1,81.892,1.5,0,2023_R7.0
4.0,0,4,8.0,1,81.363,2.0,0,2023_R7.0
5.0,0,5,9.0,1,81.972,2.5,0,2023_R7.0
6.0,0,6,10.0,1,82.738,3.0,0,2023_R7.0
7.0,0,7,11.0,1,82.775,3.5,1,2023_R7.0
8.0,0,8,17.0,1,86.934,4.0,0,2023_R7.0
9.0,0,1,19.0,2,98.728,0.5,0,2023_R7.0
10.0,0,2,17.0,2,80.101,1.0,0,2023_R7.0
11.0,0,3,14.0,2,79.527,1.5,0,2023_R7.0
12.0,0,4,14.0,2,80.114,2.0,0,2023_R7.0
13.0,0,5,14.0,2,80.356,2.5,0,2023_R7.0
14.0,0,6,14.0,2,82.119,3.0,0,2023_R7.0
15.0,0,7,15.0,2,81.677,3.5,0,2023_R7.0
16.0,0,8,16.0,2,83.239,4.0,0,2023_R7.0
17.0,0,9,13.0,2,81.467,4.5,0,2023_R7.0
18.0,0,10,12.0,2,81.335,5.0,0,2023_R7.0
19.0,0,11,12.0,2,81.164,5.5,0,2023_R7.0
20.0,0,12,11.0,2,81.266,6.0,0,2023_R7.0
21.0,0,13,12.0,2,81.964,6.5,0,2023_R7.0
22.0,0,14,12.0,2,80.991,7.0,0,2023_R7.0
23.0,0,15,12.0,2,81.129,7.5,0,2023_R7.0
24.0,0,16,12.0,2,81.33,8.0,0,2023_R7.0
25.0,0,17,12.0,2,81.144,8.5,1,2023_R7.0
26.0,0,18,14.0,2,84.75,9.0,0,2023_R7.0
27.0,0,1,18.0,3,99.843,0.5,0,2023_R7.0
28.0,0,2,18.0,3,78.959,1.0,0,2023_R7.0
29.0,0,3,18.0,3,78.981,1.5,0,2023_R7.0
30.0,0,4,18.0,3,79.314,2.0,0,2023_R7.0
31.0,0,5,17.0,3,78.964,2.5,0,2023_R7.0
32.0,0,6,16.0,3,79.493,3.0,0,2023_R7.0
33.0,0,7,16.0,3,79.922,3.5,0,2023_R7.0
34.0,0,8,15.0,3,79.177,4.0,0,2023_R7.0
35.0,0,9,15.0,3,79.874,4.5,0,2023_R7.0
36.0,0,10,15.0,3,80.814,5.0,0,2023_R7.0
37.0,0,11,14.0,3,80.041,5.5,0,2023_R7.0
38.0,0,12,14.0,3,80.033,6.0,0,2023_R7.0
39.0,0,13,13.0,3,80.31,6.5,0,2023_R7.0
40.0,0,14,11.0,3,80.031,7.0,0,2023_R7.0
41.0,0,15,11.0,3,80.039,7.5,0,2023_R7.0
42.0,0,16,10.0,3,80.001,8.0,1,2023_R7.0
43.0,0,17,12.0,3,85.079,8.5,0,2023_R7.0
44.0,0,1,16.0,4,100.839,0.5,0,2023_R7.0
45.0,0,2,16.0,4,78.912,1.0,0,2023_R7.0
46.0,0,3,16.0,4,78.841,1.5,0,2023_R7.0
47.0,0,4,16.0,4,79.121,2.0,0,2023_R7.0
48.0,0,5,16.0,4,78.947,2.5,0,2023_R7.0
49.0,0,6,16.0,4,79.272,3.0,0,2023_R7.0
50.0,0,7,16.0,4,78.855,3.5,0,2023_R7.0
51.0,0,8,15.0,4,78.861,4.0,0,2023_R7.0
52.0,0,9,15.0,4,78.962,4.5,0,2023_R7.0
53.0,0,10,15.0,4,78.776,5.0,0,2023_R7.0
54.0,0,11,15.0,4,78.951,5.5,0,2023_R7.0
55.0,0,12,15.0,4,80.482,6.0,0,2023_R7.0
56.0,0,13,15.0,4,79.721,6.5,0,2023_R7.0
57.0,0,14,15.0,4,79.128,7.0,0,2023_R7.0
58.0,0,15,15.0,4,79.151,7.5,0,2023_R7.0
59.0,0,16,15.0,4,78.985,8.0,0,2023_R7.0
60.0,0,17,15.0,4,78.997,8.5,0,2023_R7.0
61.0,0,18,15.0,4,78.949,9.0,0,2023_R7.0
62.0,0,19,15.0,4,79.232,9.5,0,2023_R7.0
63.0,0,20,15.0,4,79.524,10.0,0,2023_R7.0
64.0,0,21,15.0,4,79.32,10.5,0,2023_R7.0
65.0,0,22,15.0,4,79.416,11.0,0,2023_R7.0
1.0,1,1,13.0,1,91.193,0.5,0,2023_R7.0
2.0,0,2,13.0,1,82.725,1.0,0,2023_R7.0
3.0,0,3,13.0,1,81.836,1.5,0,2023_R7.0
4.0,0,4,13.0,1,82.097,2.0,0,2023_R7.0
5.0,0,5,13.0,1,81.294,2.5,0,2023_R7.0
6.0,0,6,13.0,1,81.593,3.0,0,2023_R7.0
7.0,0,7,13.0,1,82.354,3.5,0,2023_R7.0
8.0,0,8,12.0,1,82.486,4.0,0,2023_R7.0
9.0,0,9,12.0,1,81.53,4.5,1,2023_R7.0
10.0,0,10,14.0,1,86.652,5.0,0,2023_R7.0
11.0,0,1,19.0,2,99.51,0.5,0,2023_R7.0
12.0,0,2,18.0,2,80.176,1.0,0,2023_R7.0
13.0,0,3,18.0,2,80.504,1.5,0,2023_R7.0
14.0,0,4,17.0,2,80.706,2.0,0,2023_R7.0
15.0,0,5,17.0,2,81.069,2.5,0,2023_R7.0
16.0,0,6,17.0,2,81.119,3.0,0,2023_R7.0
17.0,0,7,15.0,2,81.203,3.5,0,2023_R7.0
18.0,0,8,13.0,2,81.031,4.0,0,2023_R7.0
19.0,0,9,14.0,2,81.719,4.5,0,2023_R7.0
20.0,0,10,13.0,2,81.51,5.0,0,2023_R7.0
21.0,0,11,13.0,2,81.662,5.5,0,2023_R7.0
22.0,0,12,13.0,2,81.631,6.0,0,2023_R7.0
23.0,0,13,13.0,2,81.847,6.5,1,2023_R7.0
24.0,0,14,16.0,2,85.931,7.0,0,2023_R7.0
25.0,0,1,19.0,3,101.735,0.5,0,2023_R7.0
26.0,0,2,19.0,3,79.412,1.0,0,2023_R7.0
27.0,0,3,19.0,3,79.009,1.5,0,2023_R7.0
28.0,0,4,19.0,3,79.264,2.0,0,2023_R7.0
29.0,0,5,19.0,3,79.627,2.5,0,2023_R7.0
30.0,0,6,19.0,3,79.734,3.0,0,2023_R7.0
31.0,0,7,19.0,3,79.98,3.5,0,2023_R7.0
32.0,0,8,19.0,3,80.401,4.0,0,2023_R7.0
33.0,0,9,19.0,3,80.774,4.5,0,2023_R7.0
34.0,0,10,19.0,3,80.679,5.0,0,2023_R7.0
35.0,0,11,18.0,3,80.085,5.5,0,2023_R7.0
36.0,0,12,18.0,3,80.459,6.0,0,2023_R7.0
37.0,0,13,17.0,3,81.792,6.5,0,2023_R7.0
38.0,0,14,17.0,3,81.479,7.0,0,2023_R7.0
39.0,0,15,15.0,3,79.939,7.5,0,2023_R7.0
40.0,0,16,15.0,3,82.531,8.0,0,2023_R7.0
41.0,0,17,15.0,3,80.194,8.5,1,2023_R7.0
42.0,0,18,17.0,3,86.156,9.0,0,2023_R7.0
43.0,0,1,19.0,4,98.274,0.5,0,2023_R7.0
44.0,0,2,19.0,4,78.069,1.0,0,2023_R7.0
45.0,0,3,19.0,4,78.282,1.5,0,2023_R7.0
46.0,0,4,19.0,4,78.851,2.0,0,2023_R7.0
47.0,0,5,19.0,4,79.166,2.5,0,2023_R7.0
48.0,0,6,18.0,4,78.7,3.0,0,2023_R7.0
49.0,0,7,18.0,4,79.105,3.5,0,2023_R7.0
50.0,0,8,18.0,4,78.98,4.0,0,2023_R7.0
51.0,0,9,17.0,4,79.101,4.5,0,2023_R7.0
52.0,0,10,17.0,4,79.345,5.0,0,2023_R7.0
53.0,0,11,17.0,4,79.396,5.5,0,2023_R7.0
54.0,0,12,17.0,4,79.311,6.0,0,2023_R7.0
55.0,0,13,17.0,4,79.187,6.5,0,2023_R7.0
56.0,0,14,17.0,4,79.389,7.0,0,2023_R7.0
57.0,0,15,17.0,4,79.199,7.5,0,2023_R7.0
58.0,0,16,17.0,4,79.397,8.0,0,2023_R7.0
59.0,0,17,17.0,4,81.015,8.5,0,2023_R7.0
60.0,0,18,17.0,4,80.31,9.0,0,2023_R7.0
61.0,0,19,17.0,4,79.492,9.5,0,2023_R7.0
62.0,0,20,17.0,4,79.407,10.0,0,2023_R7.0
63.0,0,21,17.0,4,79.496,10.5,0,2023_R7.0
64.0,0,22,18.0,4,82.711,11.0,0,2023_R7.0
65.0,0,23,18.0,4,83.209,11.5,0,2023_R7.0
1.0,1,1,20.0,1,95.79,0.5,0,2023_R7.0
2.0,0,2,19.0,1,82.029,1.0,0,2023_R7.0
3.0,0,3,19.0,1,81.469,1.5,0,2023_R7.0
4.0,0,4,18.0,1,81.854,2.0,0,2023_R7.0
5.0,0,5,17.0,1,81.631,2.5,0,2023_R7.0
6.0,0,6,17.0,1,80.827,3.0,0,2023_R7.0
7.0,0,7,16.0,1,81.403,3.5,0,2023_R7.0
8.0,0,8,15.0,1,82.182,4.0,0,2023_R7.0
9.0,0,9,14.0,1,81.739,4.5,0,2023_R7.0
10.0,0,10,12.0,1,81.828,5.0,0,2023_R7.0
11.0,0,11,11.0,1,80.84,5.5,0,2023_R7.0
12.0,0,12,11.0,1,81.504,6.0,0,2023_R7.0
13.0,0,13,11.0,1,81.797,6.5,0,2023_R7.0
14.0,0,14,10.0,1,81.732,7.0,0,2023_R7.0
15.0,0,15,9.0,1,81.545,7.5,1,2023_R7.0
16.0,0,16,9.0,1,86.277,8.0,0,2023_R7.0
17.0,0,1,18.0,2,99.864,0.5,0,2023_R7.0
18.0,0,2,17.0,2,80.94,1.0,0,2023_R7.0
19.0,0,3,17.0,2,80.553,1.5,0,2023_R7.0
20.0,0,4,15.0,2,80.066,2.0,0,2023_R7.0
21.0,0,5,16.0,2,81.325,2.5,0,2023_R7.0
22.0,0,6,16.0,2,80.851,3.0,0,2023_R7.0
23.0,0,7,16.0,2,80.901,3.5,0,2023_R7.0
24.0,0,8,15.0,2,81.588,4.0,0,2023_R7.0
25.0,0,9,15.0,2,80.414,4.5,0,2023_R7.0
26.0,0,10,13.0,2,80.078,5.0,0,2023_R7.0
27.0,0,11,13.0,2,80.272,5.5,0,2023_R7.0
28.0,0,12,13.0,2,80.495,6.0,0,2023_R7.0
29.0,0,13,13.0,2,80.348,6.5,0,2023_R7.0
30.0,0,14,13.0,2,80.325,7.0,0,2023_R7.0
31.0,0,15,13.0,2,80.296,7.5,0,2023_R7.0
32.0,0,16,13.0,2,80.316,8.0,0,2023_R7.0
33.0,0,17,13.0,2,80.247,8.5,0,2023_R7.0
34.0,0,18,13.0,2,80.374,9.0,0,2023_R7.0
35.0,0,19,11.0,2,80.361,9.5,0,2023_R7.0
36.0,0,20,10.0,2,80.554,10.0,0,2023_R7.0
37.0,0,21,9.0,2,80.676,10.5,0,2023_R7.0
38.0,0,22,9.0,2,80.458,11.0,0,2023_R7.0
39.0,0,23,8.0,2,80.558,11.5,0,2023_R7.0
40.0,0,24,7.0,2,80.219,12.0,1,2023_R7.0
41.0,0,25,8.0,2,83.726,12.5,0,2023_R7.0
42.0,0,1,14.0,3,99.362,0.5,0,2023_R7.0
43.0,0,2,14.0,3,78.46,1.0,0,2023_R7.0
44.0,0,3,13.0,3,78.657,1.5,0,2023_R7.0
45.0,0,4,13.0,3,78.634,2.0,0,2023_R7.0
46.0,0,5,13.0,3,78.749,2.5,0,2023_R7.0
47.0,0,6,13.0,3,78.709,3.0,0,2023_R7.0
48.0,0,7,13.0,3,78.763,3.5,0,2023_R7.0
49.0,0,8,13.0,3,79.918,4.0,0,2023_R7.0
50.0,0,9,13.0,3,79.165,4.5,0,2023_R7.0
51.0,0,10,12.0,3,78.617,5.0,0,2023_R7.0
52.0,0,11,12.0,3,78.357,5.5,0,2023_R7.0
53.0,0,12,12.0,3,78.558,6.0,0,2023_R7.0
54.0,0,13,12.0,3,78.707,6.5,0,2023_R7.0
55.0,0,14,12.0,3,78.853,7.0,0,2023_R7.0
56.0,0,15,12.0,3,78.897,7.5,0,2023_R7.0
57.0,0,16,12.0,3,78.871,8.0,0,2023_R7.0
58.0,0,17,12.0,3,78.863,8.5,0,2023_R7.0
59.0,0,18,12.0,3,78.84,9.0,0,2023_R7.0
60.0,0,19,12.0,3,78.619,9.5,0,2023_R7.0
61.0,0,20,12.0,3,78.682,10.0,0,2023_R7.0
62.0,0,21,12.0,3,79.035,10.5,0,2023_R7.0
63.0,0,22,12.0,3,79.096,11.0,0,2023_R7.0
64.0,0,23,12.0,3,79.502,11.5,0,2023_R7.0
65.0,0,24,12.0,3,78.922,12.0,0,2023_R7.0
66.0,0,25,12.0,3,79.271,12.5,0,2023_R7.0
1.0,1,1,1.0,1,83.935,0.5,0,2023_R7.0
2.0,0,2,1.0,1,80.402,1.0,0,2023_R7.0
3.0,0,3,1.0,1,80.499,1.5,0,2023_R7.0
4.0,0,4,1.0,1,80.346,2.0,0,2023_R7.0
5.0,0,5,1.0,1,80.283,2.5,0,2023_R7.0
6.0,0,6,1.0,1,80.402,3.0,0,2023_R7.0
7.0,0,7,1.0,1,80.476,3.5,0,2023_R7.0
8.0,0,8,1.0,1,79.894,4.0,0,2023_R7.0
9.0,0,9,1.0,1,80.282,4.5,0,2023_R7.0
10.0,0,10,1.0,1,80.334,5.0,0,2023_R7.0
11.0,0,11,1.0,1,80.52,5.5,0,2023_R7.0
12.0,0,12,1.0,1,80.442,6.0,0,2023_R7.0
13.0,0,13,1.0,1,80.178,6.5,0,2023_R7.0
14.0,0,14,1.0,1,80.378,7.0,0,2023_R7.0
15.0,0,15,1.0,1,80.282,7.5,0,2023_R7.0
16.0,0,16,1.0,1,80.186,8.0,0,2023_R7.0
17.0,0,17,1.0,1,80.344,8.5,0,2023_R7.0
18.0,0,18,1.0,1,80.258,9.0,0,2023_R7.0
19.0,0,19,1.0,1,80.068,9.5,0,2023_R7.0
20.0,0,20,1.0,1,79.988,10.0,0,2023_R7.0
21.0,0,21,1.0,1,80.087,10.5,0,2023_R7.0
22.0,0,22,1.0,1,79.869,11.0,0,2023_R7.0
23.0,0,23,1.0,1,80.098,11.5,0,2023_R7.0
24.0,0,24,1.0,1,79.946,12.0,0,2023_R7.0
25.0,0,25,1.0,1,79.973,12.5,1,2023_R7.0
26.0,0,26,1.0,1,83.843,13.0,0,2023_R7.0
27.0,0,1,1.0,2,98.427,0.5,0,2023_R7.0
28.0,0,2,1.0,2,78.707,1.0,0,2023_R7.0
29.0,0,3,1.0,2,78.86,1.5,0,2023_R7.0
30.0,0,4,1.0,2,78.976,2.0,0,2023_R7.0
31.0,0,5,1.0,2,79.165,2.5,0,2023_R7.0
