LapNumber,is_lap_1,endpoint_TyreLife,Position,endpoint_Stint,LapTime_Seconds,stint_comp,endpoint_shouldpit,race_group
35.0,0,6,6.0,3,106.775,3.0,0,2024_R14.0
36.0,0,7,6.0,3,106.806,3.5,0,2024_R14.0
37.0,0,8,6.0,3,107.461,4.0,0,2024_R14.0
38.0,0,9,6.0,3,107.096,4.5,0,2024_R14.0
39.0,0,10,6.0,3,107.128,5.0,0,2024_R14.0
40.0,0,11,6.0,3,107.218,5.5,0,2024_R14.0
41.0,0,12,6.0,3,107.238,6.0,0,2024_R14.0
42.0,0,13,6.0,3,107.291,6.5,0,2024_R14.0
43.0,0,14,6.0,3,107.406,7.0,0,2024_R14.0
44.0,0,15,6.0,3,106.793,7.5,0,2024_R14.0
1.0,1,1,11.0,1,117.847,0.5,0,2024_R14.0
2.0,0,2,11.0,1,111.312,1.0,0,2024_R14.0
3.0,0,3,11.0,1,110.518,1.5,0,2024_R14.0
4.0,0,4,11.0,1,110.371,2.0,0,2024_R14.0
5.0,0,5,11.0,1,110.636,2.5,0,2024_R14.0
6.0,0,6,11.0,1,110.908,3.0,0,2024_R14.0
7.0,0,7,11.0,1,111.095,3.5,0,2024_R14.0
8.0,0,8,10.0,1,111.11,4.0,0,2024_R14.0
9.0,0,9,10.0,1,111.305,4.5,0,2024_R14.0
10.0,0,10,10.0,1,111.085,5.0,0,2024_R14.0
11.0,0,11,8.0,1,110.932,5.5,1,2024_R14.0
12.0,0,12,8.0,1,115.525,6.0,0,2024_R14.0
13.0,0,1,17.0,2,123.593,0.5,0,2024_R14.0
14.0,0,2,16.0,2,109.999,1.0,0,2024_R14.0
15.0,0,3,14.0,2,109.476,1.5,0,2024_R14.0
16.0,0,4,13.0,2,108.997,2.0,0,2024_R14.0
17.0,0,5,13.0,2,109.43,2.5,0,2024_R14.0
18.0,0,6,12.0,2,109.48,3.0,0,2024_R14.0
19.0,0,7,12.0,2,109.728,3.5,0,2024_R14.0
20.0,0,8,11.0,2,109.499,4.0,0,2024_R14.0
21.0,0,9,10.0,2,109.599,4.5,0,2024_R14.0
22.0,0,10,10.0,2,109.428,5.0,0,2024_R14.0
23.0,0,11,9.0,2,109.651,5.5,0,2024_R14.0
24.0,0,12,9.0,2,108.745,6.0,0,2024_R14.0
25.0,0,13,9.0,2,108.745,6.5,0,2024_R14.0
26.0,0,14,9.0,2,108.517,7.0,0,2024_R14.0
27.0,0,15,9.0,2,108.419,7.5,0,2024_R14.0
28.0,0,16,9.0,2,108.555,8.0,0,2024_R14.0
29.0,0,17,9.0,2,108.788,8.5,1,2024_R14.0
30.0,0,18,9.0,2,112.671,9.0,0,2024_R14.0
31.0,0,1,14.0,3,122.496,0.5,0,2024_R14.0
32.0,0,2,13.0,3,106.992,1.0,0,2024_R14.0
33.0,0,3,13.0,3,107.478,1.5,0,2024_R14.0
34.0,0,4,13.0,3,108.3,2.0,0,2024_R14.0
35.0,0,5,12.0,3,109.241,2.5,0,2024_R14.0
36.0,0,6,12.0,3,108.983,3.0,0,2024_R14.0
37.0,0,7,12.0,3,109.611,3.5,0,2024_R14.0
38.0,0,8,11.0,3,106.958,4.0,0,2024_R14.0
39.0,0,9,11.0,3,107.225,4.5,0,2024_R14.0
40.0,0,10,11.0,3,107.364,5.0,0,2024_R14.0
41.0,0,11,10.0,3,107.32,5.5,0,2024_R14.0
42.0,0,12,10.0,3,107.175,6.0,0,2024_R14.0
43.0,0,13,10.0,3,106.957,6.5,0,2024_R14.0
44.0,0,14,10.0,3,107.528,7.0,0,2024_R14.0
1.0,1,1,3.0,1,113.439,0.5,0,2024_R14.0
2.0,0,2,3.0,1,110.24,1.0,0,2024_R14.0
3.0,0,3,3.0,1,109.983,1.5,0,2024_R14.0
4.0,0,4,3.0,1,109.79,2.0,0,2024_R14.0
5.0,0,5,3.0,1,109.896,2.5,0,2024_R14.0
6.0,0,6,3.0,1,110.129,3.0,0,2024_R14.0
7.0,0,7,3.0,1,109.637,3.5,0,2024_R14.0
8.0,0,8,3.0,1,109.912,4.0,0,2024_R14.0
9.0,0,9,3.0,1,110.286,4.5,0,2024_R14.0
10.0,0,10,3.0,1,110.057,5.0,1,2024_R14.0
11.0,0,11,5.0,1,114.844,5.5,0,2024_R14.0
12.0,0,1,6.0,2,123.704,0.5,0,2024_R14.0
13.0,0,2,7.0,2,108.772,1.0,0,2024_R14.0
14.0,0,3,6.0,2,108.394,1.5,0,2024_R14.0
15.0,0,4,6.0,2,108.305,2.0,0,2024_R14.0
16.0,0,5,5.0,2,108.504,2.5,0,2024_R14.0
17.0,0,6,5.0,2,108.492,3.0,0,2024_R14.0
18.0,0,7,5.0,2,108.554,3.5,0,2024_R14.0
19.0,0,8,5.0,2,108.695,4.0,0,2024_R14.0
20.0,0,9,5.0,2,109.663,4.5,1,2024_R14.0
21.0,0,10,7.0,2,114.682,5.0,0,2024_R14.0
22.0,0,1,8.0,3,121.831,0.5,0,2024_R14.0
23.0,0,2,8.0,3,107.223,1.0,0,2024_R14.0
24.0,0,3,8.0,3,107.822,1.5,0,2024_R14.0
25.0,0,4,8.0,3,107.667,2.0,0,2024_R14.0
26.0,0,5,8.0,3,108.048,2.5,0,2024_R14.0
27.0,0,6,8.0,3,107.625,3.0,0,2024_R14.0
28.0,0,7,8.0,3,107.7,3.5,0,2024_R14.0
29.0,0,8,6.0,3,107.47,4.0,0,2024_R14.0
30.0,0,9,6.0,3,108.878,4.5,0,2024_R14.0
31.0,0,10,7.0,3,108.335,5.0,0,2024_R14.0
32.0,0,11,7.0,3,108.016,5.5,0,2024_R14.0
33.0,0,12,7.0,3,107.63,6.0,0,2024_R14.0
34.0,0,13,7.0,3,108.217,6.5,0,2024_R14.0
35.0,0,14,7.0,3,107.843,7.0,0,2024_R14.0
36.0,0,15,7.0,3,108.014,7.5,0,2024_R14.0
37.0,0,16,7.0,3,108.057,8.0,0,2024_R14.0
38.0,0,17,7.0,3,107.783,8.5,0,2024_R14.0
39.0,0,18,8.0,3,109.272,9.0,0,2024_R14.0
40.0,0,19,8.0,3,107.896,9.5,0,2024_R14.0
41.0,0,20,8.0,3,107.84,10.0,1,2024_R14.0
42.0,0,21,8.0,3,112.866,10.5,0,2024_R14.0
43.0,0,1,8.0,4,123.523,0.5,0,2024_R14.0
44.0,0,2,8.0,4,104.701,1.0,0,2024_R14.0
1.0,1,1,4.0,1,114.248,0.5,0,2024_R14.0
2.0,0,2,4.0,1,110.164,1.0,0,2024_R14.0
3.0,0,3,4.0,1,109.971,1.5,0,2024_R14.0
4.0,0,4,4.0,1,109.847,2.0,0,2024_R14.0
5.0,0,5,4.0,1,110.085,2.5,0,2024_R14.0
6.0,0,6,4.0,1,109.963,3.0,0,2024_R14.0
7.0,0,7,4.0,1,110.03,3.5,0,2024_R14.0
8.0,0,8,4.0,1,110.062,4.0,0,2024_R14.0
9.0,0,9,4.0,1,110.481,4.5,0,2024_R14.0
10.0,0,10,4.0,1,110.045,5.0,1,2024_R14.0
11.0,0,11,6.0,1,114.271,5.5,0,2024_R14.0
12.0,0,1,7.0,2,123.103,0.5,0,2024_R14.0
13.0,0,2,5.0,2,107.565,1.0,0,2024_R14.0
14.0,0,3,5.0,2,108.239,1.5,0,2024_R14.0
15.0,0,4,5.0,2,108.07,2.0,0,2024_R14.0
16.0,0,5,4.0,2,108.355,2.5,0,2024_R14.0
17.0,0,6,4.0,2,108.473,3.0,0,2024_R14.0
18.0,0,7,4.0,2,108.153,3.5,0,2024_R14.0
19.0,0,8,4.0,2,108.233,4.0,0,2024_R14.0
20.0,0,9,4.0,2,108.175,4.5,0,2024_R14.0
21.0,0,10,3.0,2,108.376,5.0,0,2024_R14.0
22.0,0,11,3.0,2,108.179,5.5,0,2024_R14.0
23.0,0,12,3.0,2,108.352,6.0,0,2024_R14.0
24.0,0,13,3.0,2,108.163,6.5,0,2024_R14.0
25.0,0,14,2.0,2,107.98,7.0,0,2024_R14.0
26.0,0,15,2.0,2,107.519,7.5,0,2024_R14.0
27.0,0,16,1.0,2,107.024,8.0,0,2024_R14.0
28.0,0,17,1.0,2,107.609,8.5,0,2024_R14.0
29.0,0,18,1.0,2,107.653,9.0,1,2024_R14.0
30.0,0,19,1.0,2,111.738,9.5,0,2024_R14.0
31.0,0,1,4.0,3,121.424,0.5,0,2024_R14.0
32.0,0,2,4.0,3,105.84,1.0,0,2024_R14.0
33.0,0,3,4.0,3,106.265,1.5,0,2024_R14.0
34.0,0,4,4.0,3,106.528,2.0,0,2024_R14.0
35.0,0,5,4.0,3,108.312,2.5,0,2024_R14.0
36.0,0,6,3.0,3,107.179,3.0,0,2024_R14.0
37.0,0,7,3.0,3,107.136,3.5,0,2024_R14.0
38.0,0,8,3.0,3,106.648,4.0,0,2024_R14.0
39.0,0,9,3.0,3,106.445,4.5,0,2024_R14.0
40.0,0,10,3.0,3,106.409,5.0,0,2024_R14.0
41.0,0,11,3.0,3,106.39,5.5,0,2024_R14.0
42.0,0,12,3.0,3,106.262,6.0,0,2024_R14.0
43.0,0,13,3.0,3,106.621,6.5,0,2024_R14.0
44.0,0,14,3.0,3,106.628,7.0,0,2024_R14.0
1.0,1,1,14.0,1,119.256,0.5,0,2024_R14.0
2.0,0,2,14.0,1,111.541,1.0,0,2024_R14.0
3.0,0,3,14.0,1,111.215,1.5,0,2024_R14.0
4.0,0,4,14.0,1,110.715,2.0,0,2024_R14.0
5.0,0,5,14.0,1,110.314,2.5,0,2024_R14.0
6.0,0,6,14.0,1,110.96,3.0,0,2024_R14.0
7.0,0,7,14.0,1,111.29,3.5,1,2024_R14.0
8.0,0,8,17.0,1,115.595,4.0,0,2024_R14.0
9.0,0,1,17.0,2,123.019,0.5,0,2024_R14.0
10.0,0,2,16.0,2,109.689,1.0,0,2024_R14.0
11.0,0,3,16.0,2,109.945,1.5,0,2024_R14.0
12.0,0,4,15.0,2,109.946,2.0,0,2024_R14.0
13.0,0,5,13.0,2,109.823,2.5,0,2024_R14.0
14.0,0,6,12.0,2,109.471,3.0,0,2024_R14.0
15.0,0,7,11.0,2,110.011,3.5,0,2024_R14.0
16.0,0,8,11.0,2,109.495,4.0,0,2024_R14.0
17.0,0,9,10.0,2,109.728,4.5,0,2024_R14.0
18.0,0,10,10.0,2,109.973,5.0,0,2024_R14.0
19.0,0,11,10.0,2,109.876,5.5,0,2024_R14.0
20.0,0,12,10.0,2,110.202,6.0,1,2024_R14.0
21.0,0,13,13.0,2,114.387,6.5,0,2024_R14.0
22.0,0,1,17.0,3,124.465,0.5,0,2024_R14.0
23.0,0,2,16.0,3,108.322,1.0,0,2024_R14.0
24.0,0,3,15.0,3,108.562,1.5,0,2024_R14.0
25.0,0,4,15.0,3,108.279,2.0,0,2024_R14.0
26.0,0,5,14.0,3,108.229,2.5,0,2024_R14.0
27.0,0,6,14.0,3,108.723,3.0,0,2024_R14.0
28.0,0,7,14.0,3,108.431,3.5,0,2024_R14.0
29.0,0,8,13.0,3,108.513,4.0,0,2024_R14.0
30.0,0,9,13.0,3,108.221,4.5,0,2024_R14.0
31.0,0,10,12.0,3,108.237,5.0,0,2024_R14.0
32.0,0,11,12.0,3,107.883,5.5,0,2024_R14.0
33.0,0,12,12.0,3,107.875,6.0,0,2024_R14.0
34.0,0,13,12.0,3,108.412,6.5,0,2024_R14.0
35.0,0,14,11.0,3,109.425,7.0,0,2024_R14.0
36.0,0,15,11.0,3,108.86,7.5,0,2024_R14.0
37.0,0,16,10.0,3,107.435,8.0,0,2024_R14.0
38.0,0,17,10.0,3,108.079,8.5,0,2024_R14.0
39.0,0,18,10.0,3,107.843,9.0,0,2024_R14.0
40.0,0,19,10.0,3,107.652,9.5,0,2024_R14.0
41.0,0,20,11.0,3,109.163,10.0,0,2024_R14.0
42.0,0,21,11.0,3,107.685,10.5,0,2024_R14.0
43.0,0,22,11.0,3,107.546,11.0,0,2024_R14.0
44.0,0,23,11.0,3,107.675,11.5,0,2024_R14.0
1.0,1,1,5.0,1,114.763,0.5,0,2024_R14.0
2.0,0,2,5.0,1,110.16,1.0,0,2024_R14.0
3.0,0,3,5.0,1,110.012,1.5,0,2024_R14.0
4.0,0,4,5.0,1,110.057,2.0,0,2024_R14.0
5.0,0,5,5.0,1,110.185,2.5,0,2024_R14.0
6.0,0,6,5.0,1,110.09,3.0,0,2024_R14.0
7.0,0,7,5.0,1,109.912,3.5,0,2024_R14.0
8.0,0,8,5.0,1,110.548,4.0,0,2024_R14.0
9.0,0,9,5.0,1,110.142,4.5,1,2024_R14.0
10.0,0,10,7.0,1,114.652,5.0,0,2024_R14.0
11.0,0,1,10.0,2,122.456,0.5,0,2024_R14.0
12.0,0,2,9.0,2,109.872,1.0,0,2024_R14.0
13.0,0,3,8.0,2,108.702,1.5,0,2024_R14.0
14.0,0,4,7.0,2,108.265,2.0,0,2024_R14.0
15.0,0,5,7.0,2,108.315,2.5,0,2024_R14.0
16.0,0,6,6.0,2,108.606,3.0,0,2024_R14.0
17.0,0,7,6.0,2,108.46,3.5,0,2024_R14.0
18.0,0,8,6.0,2,108.556,4.0,0,2024_R14.0
19.0,0,9,6.0,2,108.499,4.5,0,2024_R14.0
20.0,0,10,6.0,2,109.605,5.0,0,2024_R14.0
21.0,0,11,4.0,2,107.763,5.5,0,2024_R14.0
22.0,0,12,4.0,2,108.588,6.0,0,2024_R14.0
23.0,0,13,4.0,2,108.412,6.5,0,2024_R14.0
24.0,0,14,4.0,2,108.325,7.0,0,2024_R14.0
25.0,0,15,4.0,2,107.992,7.5,0,2024_R14.0
26.0,0,16,3.0,2,107.759,8.0,0,2024_R14.0
27.0,0,17,2.0,2,107.707,8.5,0,2024_R14.0
28.0,0,18,2.0,2,107.665,9.0,0,2024_R14.0
29.0,0,19,2.0,2,107.76,9.5,0,2024_R14.0
30.0,0,20,2.0,2,107.628,10.0,0,2024_R14.0
31.0,0,21,1.0,2,107.48,10.5,0,2024_R14.0
32.0,0,22,1.0,2,107.596,11.0,0,2024_R14.0
33.0,0,23,1.0,2,107.315,11.5,0,2024_R14.0
34.0,0,24,1.0,2,107.432,12.0,0,2024_R14.0
35.0,0,25,1.0,2,107.562,12.5,0,2024_R14.0
36.0,0,26,1.0,2,107.62,13.0,0,2024_R14.0
37.0,0,27,1.0,2,107.919,13.5,0,2024_R14.0
38.0,0,28,1.0,2,107.6,14.0,0,2024_R14.0
39.0,0,29,1.0,2,107.796,14.5,0,2024_R14.0
40.0,0,30,1.0,2,107.631,15.0,0,2024_R14.0
41.0,0,31,1.0,2,107.754,15.5,0,2024_R14.0
42.0,0,32,1.0,2,107.465,16.0,0,2024_R14.0
43.0,0,33,1.0,2,107.301,16.5,0,2024_R14.0
44.0,0,34,1.0,2,107.113,17.0,0,2024_R14.0
1.0,1,1,6.0,1,115.27,0.5,0,2024_R14.0
2.0,0,2,6.0,1,110.26,1.0,0,2024_R14.0
3.0,0,3,6.0,1,110.113,1.5,0,2024_R14.0
4.0,0,4,6.0,1,109.882,2.0,0,2024_R14.0
5.0,0,5,6.0,1,110.237,2.5,0,2024_R14.0
6.0,0,6,6.0,1,110.243,3.0,0,2024_R14.0
7.0,0,7,6.0,1,109.977,3.5,0,2024_R14.0
8.0,0,8,6.0,1,110.385,4.0,0,2024_R14.0
9.0,0,9,6.0,1,110.296,4.5,0,2024_R14.0
10.0,0,10,5.0,1,110.182,5.0,0,2024_R14.0
11.0,0,11,3.0,1,109.522,5.5,0,2024_R14.0
12.0,0,12,2.0,1,109.141,6.0,0,2024_R14.0
13.0,0,13,1.0,1,109.248,6.5,0,2024_R14.0
14.0,0,14,1.0,1,109.047,7.0,0,2024_R14.0
15.0,0,15,1.0,1,111.152,7.5,0,2024_R14.0
16.0,0,16,1.0,1,109.161,8.0,0,2024_R14.0
17.0,0,17,1.0,1,108.831,8.5,0,2024_R14.0
18.0,0,18,1.0,1,109.042,9.0,0,2024_R14.0
19.0,0,19,1.0,1,109.052,9.5,1,2024_R14.0
20.0,0,20,3.0,1,113.718,10.0,0,2024_R14.0
21.0,0,1,8.0,2,122.634,0.5,0,2024_R14.0
22.0,0,2,7.0,2,107.928,1.0,0,2024_R14.0
23.0,0,3,7.0,2,108.431,1.5,0,2024_R14.0
24.0,0,4,7.0,2,107.815,2.0,0,2024_R14.0
25.0,0,5,7.0,2,108.234,2.5,0,2024_R14.0
26.0,0,6,6.0,2,107.75,3.0,0,2024_R14.0
27.0,0,7,5.0,2,108.355,3.5,1,2024_R14.0
28.0,0,8,7.0,2,112.56,4.0,0,2024_R14.0
29.0,0,1,8.0,3,121.61,0.5,0,2024_R14.0
30.0,0,2,8.0,3,106.713,1.0,0,2024_R14.0
31.0,0,3,8.0,3,106.647,1.5,0,2024_R14.0
32.0,0,4,8.0,3,107.191,2.0,0,2024_R14.0
33.0,0,5,8.0,3,107.087,2.5,0,2024_R14.0
34.0,0,6,8.0,3,107.38,3.0,0,2024_R14.0
35.0,0,7,8.0,3,107.012,3.5,0,2024_R14.0
36.0,0,8,8.0,3,107.358,4.0,0,2024_R14.0
37.0,0,9,8.0,3,107.722,4.5,0,2024_R14.0
38.0,0,10,8.0,3,107.558,5.0,0,2024_R14.0
39.0,0,11,7.0,3,107.32,5.5,0,2024_R14.0
40.0,0,12,7.0,3,107.297,6.0,0,2024_R14.0
41.0,0,13,7.0,3,107.226,6.5,0,2024_R14.0
42.0,0,14,7.0,3,106.971,7.0,0,2024_R14.0
43.0,0,15,7.0,3,106.913,7.5,0,2024_R14.0
44.0,0,16,7.0,3,106.364,8.0,0,2024_R14.0
1.0,1,1,20.0,1,122.19,0.5,0,2024_R14.0
2.0,0,2,20.0,1,112.288,1.0,0,2024_R14.0
3.0,0,3,19.0,1,111.366,1.5,0,2024_R14.0
4.0,0,4,19.0,1,110.772,2.0,0,2024_R14.0
5.0,0,5,19.0,1,111.115,2.5,0,2024_R14.0
6.0,0,6,19.0,1,111.282,3.0,0,2024_R14.0
7.0,0,7,18.0,1,111.662,3.5,1,2024_R14.0
8.0,0,8,18.0,1,115.636,4.0,0,2024_R14.0
9.0,0,1,19.0,2,123.886,0.5,0,2024_R14.0
10.0,0,2,19.0,2,109.428,1.0,0,2024_R14.0
11.0,0,3,19.0,2,110.375,1.5,0,2024_R14.0
12.0,0,4,19.0,2,110.202,2.0,0,2024_R14.0
13.0,0,5,18.0,2,110.619,2.5,0,2024_R14.0
14.0,0,6,19.0,2,111.245,3.0,0,2024_R14.0
15.0,0,7,19.0,2,110.515,3.5,0,2024_R14.0
16.0,0,8,18.0,2,110.456,4.0,0,2024_R14.0
17.0,0,9,18.0,2,110.827,4.5,0,2024_R14.0
18.0,0,10,17.0,2,110.814,5.0,0,2024_R14.0
19.0,0,11,17.0,2,110.564,5.5,0,2024_R14.0
20.0,0,12,17.0,2,111.269,6.0,0,2024_R14.0
21.0,0,13,16.0,2,110.872,6.5,0,2024_R14.0
22.0,0,14,16.0,2,113.25,7.0,0,2024_R14.0
23.0,0,15,17.0,2,111.203,7.5,1,2024_R14.0
24.0,0,16,19.0,2,115.713,8.0,0,2024_R14.0
25.0,0,1,19.0,3,123.841,0.5,0,2024_R14.0
26.0,0,2,19.0,3,108.082,1.0,0,2024_R14.0
27.0,0,3,19.0,3,108.764,1.5,0,2024_R14.0
28.0,0,4,19.0,3,109.134,2.0,0,2024_R14.0
29.0,0,5,19.0,3,108.91,2.5,0,2024_R14.0
30.0,0,6,19.0,3,108.659,3.0,0,2024_R14.0
31.0,0,7,19.0,3,108.492,3.5,0,2024_R14.0
32.0,0,8,19.0,3,108.513,4.0,0,2024_R14.0
33.0,0,9,19.0,3,108.465,4.5,0,2024_R14.0
34.0,0,10,19.0,3,108.419,5.0,0,2024_R14.0
35.0,0,11,19.0,3,108.141,5.5,0,2024_R14.0
36.0,0,12,19.0,3,108.373,6.0,0,2024_R14.0
37.0,0,13,19.0,3,108.679,6.5,0,2024_R14.0
38.0,0,14,19.0,3,108.567,7.0,0,2024_R14.0
39.0,0,15,19.0,3,108.447,7.5,0,2024_R14.0
40.0,0,16,19.0,3,108.507,8.0,0,2024_R14.0
41.0,0,17,19.0,3,108.899,8.5,0,2024_R14.0
42.0,0,18,19.0,3,109.045,9.0,0,2024_R14.0
43.0,0,19,18.0,3,107.49,9.5,0,2024_R14.0
44.0,0,20,18.0,3,108.121,10.0,0,2024_R14.0
1.0,1,1,15.0,1,119.618,0.5,0,2024_R14.0
2.0,0,2,15.0,1,111.654,1.0,0,2024_R14.0
3.0,0,3,15.0,1,111.394,1.5,0,2024_R14.0
4.0,0,4,15.0,1,110.819,2.0,0,2024_R14.0
5.0,0,5,15.0,1,110.495,2.5,0,2024_R14.0
6.0,0,6,15.0,1,110.923,3.0,0,2024_R14.0
7.0,0,7,15.0,1,111.234,3.5,0,2024_R14.0
8.0,0,8,14.0,1,111.57,4.0,0,2024_R14.0
9.0,0,9,12.0,1,111.335,4.5,0,2024_R14.0
10.0,0,10,12.0,1,111.251,5.0,0,2024_R14.0
11.0,0,11,9.0,1,110.762,5.5,1,2024_R14.0
12.0,0,12,11.0,1,115.246,6.0,0,2024_R14.0
13.0,0,1,19.0,2,124.552,0.5,0,2024_R14.0
14.0,0,2,18.0,2,109.194,1.0,0,2024_R14.0
15.0,0,3,18.0,2,109.852,1.5,0,2024_R14.0
16.0,0,4,17.0,2,109.684,2.0,0,2024_R14.0
17.0,0,5,17.0,2,109.711,2.5,0,2024_R14.0
18.0,0,6,16.0,2,109.81,3.0,0,2024_R14.0
19.0,0,7,16.0,2,110.086,3.5,0,2024_R14.0
20.0,0,8,15.0,2,110.632,4.0,0,2024_R14.0
21.0,0,9,15.0,2,109.579,4.5,0,2024_R14.0
22.0,0,10,14.0,2,109.507,5.0,0,2024_R14.0
23.0,0,11,14.0,2,109.574,5.5,0,2024_R14.0
24.0,0,12,13.0,2,109.81,6.0,0,2024_R14.0
25.0,0,13,13.0,2,109.549,6.5,0,2024_R14.0
26.0,0,14,13.0,2,109.528,7.0,0,2024_R14.0
27.0,0,15,13.0,2,109.62,7.5,0,2024_R14.0
28.0,0,16,12.0,2,109.339,8.0,0,2024_R14.0
29.0,0,17,12.0,2,109.122,8.5,0,2024_R14.0
30.0,0,18,12.0,2,108.849,9.0,0,2024_R14.0
31.0,0,19,11.0,2,108.928,9.5,0,2024_R14.0
32.0,0,20,11.0,2,108.865,10.0,0,2024_R14.0
33.0,0,21,11.0,2,108.845,10.5,0,2024_R14.0
34.0,0,22,11.0,2,109.135,11.0,0,2024_R14.0
35.0,0,23,10.0,2,109.297,11.5,0,2024_R14.0
36.0,0,24,10.0,2,108.973,12.0,0,2024_R14.0
37.0,0,25,11.0,2,110.136,12.5,0,2024_R14.0
38.0,0,26,12.0,2,109.703,13.0,0,2024_R14.0
39.0,0,27,12.0,2,108.933,13.5,0,2024_R14.0
40.0,0,28,12.0,2,109.032,14.0,0,2024_R14.0
41.0,0,29,12.0,2,108.766,14.5,0,2024_R14.0
42.0,0,30,12.0,2,108.839,15.0,0,2024_R14.0
43.0,0,31,12.0,2,108.195,15.5,0,2024_R14.0
44.0,0,32,12.0,2,108.105,16.0,0,2024_R14.0
1.0,1,1,19.0,1,121.641,0.5,0,2024_R14.0
2.0,0,2,19.0,1,112.391,1.0,0,2024_R14.0
3.0,0,3,18.0,1,111.051,1.5,0,2024_R14.0
4.0,0,4,18.0,1,110.858,2.0,0,2024_R14.0
5.0,0,5,18.0,1,110.956,2.5,0,2024_R14.0
6.0,0,6,18.0,1,111.318,3.0,0,2024_R14.0
7.0,0,7,17.0,1,111.179,3.5,0,2024_R14.0
8.0,0,8,16.0,1,111.369,4.0,0,2024_R14.0
9.0,0,9,15.0,1,111.69,4.5,0,2024_R14.0
10.0,0,10,14.0,1,111.514,5.0,0,2024_R14.0
11.0,0,11,14.0,1,112.479,5.5,0,2024_R14.0
12.0,0,12,13.0,1,111.556,6.0,0,2024_R14.0
13.0,0,13,11.0,1,111.38,6.5,0,2024_R14.0
14.0,0,14,10.0,1,111.117,7.0,1,2024_R14.0
15.0,0,15,16.0,1,116.408,7.5,0,2024_R14.0
16.0,0,1,19.0,2,124.84,0.5,0,2024_R14.0
17.0,0,2,19.0,2,109.415,1.0,0,2024_R14.0
18.0,0,3,19.0,2,109.66,1.5,0,2024_R14.0
19.0,0,4,19.0,2,109.388,2.0,0,2024_R14.0
20.0,0,5,19.0,2,109.621,2.5,0,2024_R14.0
21.0,0,6,18.0,2,109.633,3.0,0,2024_R14.0
22.0,0,7,18.0,2,111.803,3.5,0,2024_R14.0
23.0,0,8,18.0,2,111.085,4.0,0,2024_R14.0
24.0,0,9,17.0,2,111.096,4.5,0,2024_R14.0
25.0,0,10,17.0,2,109.135,5.0,0,2024_R14.0
26.0,0,11,17.0,2,109.18,5.5,0,2024_R14.0
27.0,0,12,17.0,2,109.162,6.0,0,2024_R14.0
28.0,0,13,17.0,2,109.156,6.5,0,2024_R14.0
29.0,0,14,16.0,2,109.252,7.0,0,2024_R14.0
30.0,0,15,17.0,2,109.936,7.5,0,2024_R14.0
31.0,0,16,17.0,2,109.338,8.0,0,2024_R14.0
32.0,0,17,17.0,2,109.085,8.5,0,2024_R14.0
33.0,0,18,17.0,2,109.017,9.0,0,2024_R14.0
34.0,0,19,17.0,2,109.011,9.5,0,2024_R14.0
35.0,0,20,17.0,2,109.095,10.0,0,2024_R14.0
36.0,0,21,16.0,2,109.145,10.5,0,2024_R14.0
37.0,0,22,17.0,2,110.004,11.0,0,2024_R14.0
38.0,0,23,17.0,2,108.964,11.5,0,2024_R14.0
39.0,0,24,17.0,2,108.767,12.0,0,2024_R14.0
40.0,0,25,17.0,2,108.76,12.5,0,2024_R14.0
41.0,0,26,17.0,2,108.567,13.0,0,2024_R14.0
42.0,0,27,17.0,2,108.574,13.5,0,2024_R14.0
43.0,0,28,17.0,2,108.212,14.0,0,2024_R14.0
44.0,0,29,17.0,2,107.969,14.5,0,2024_R14.0
1.0,1,1,18.0,1,121.121,0.5,0,2024_R14.0
2.0,0,2,18.0,1,112.099,1.0,0,2024_R14.0
3.0,0,3,20.0,1,181.122,1.5,0,2024_R14.0
4.0,0,4,20.0,1,112.376,2.0,0,2024_R14.0
5.0,0,5,20.0,1,133.633,2.5,0,2024_R14.0
1.0,1,1,17.0,1,88.535,0.5,0,2024_R15.0
2.0,0,2,17.0,1,79.114,1.0,0,2024_R15.0
3.0,0,3,17.0,1,78.072,1.5,0,2024_R15.0
4.0,0,4,17.0,1,77.747,2.0,0,2024_R15.0
5.0,0,5,17.0,1,77.438,2.5,0,2024_R15.0
6.0,0,6,17.0,1,76.959,3.0,0,2024_R15.0
7.0,0,7,17.0,1,77.558,3.5,0,2024_R15.0
8.0,0,8,17.0,1,77.266,4.0,0,2024_R15.0
9.0,0,9,17.0,1,77.898,4.5,0,2024_R15.0
10.0,0,10,17.0,1,77.291,5.0,0,2024_R15.0
11.0,0,11,17.0,1,77.427,5.5,1,2024_R15.0
12.0,0,12,18.0,1,80.841,6.0,0,2024_R15.0
13.0,0,1,20.0,2,95.384,0.5,0,2024_R15.0
14.0,0,2,20.0,2,76.267,1.0,0,2024_R15.0
15.0,0,3,20.0,2,75.52,1.5,0,2024_R15.0
16.0,0,4,19.0,2,76.007,2.0,0,2024_R15.0
17.0,0,5,19.0,2,76.622,2.5,0,2024_R15.0
18.0,0,6,18.0,2,76.601,3.0,0,2024_R15.0
19.0,0,7,18.0,2,77.533,3.5,0,2024_R15.0
20.0,0,8,18.0,2,78.639,4.0,0,2024_R15.0
21.0,0,9,18.0,2,76.401,4.5,0,2024_R15.0
22.0,0,10,18.0,2,76.184,5.0,0,2024_R15.0
23.0,0,11,17.0,2,76.176,5.5,0,2024_R15.0
24.0,0,12,17.0,2,76.317,6.0,0,2024_R15.0
