year,raceId,driverId,LapNumber,Position,LapTime_Str,LapTime_Seconds,TyreLife,LapTime_Delta,Stint,ShouldPit
2022,São Paulo Grand Prix,norris,5,5,1:56.369,116.369,5,-5.084999999999994,1,0
2022,São Paulo Grand Prix,norris,6,5,1:59.119,119.119,6,2.75,1,1
2022,São Paulo Grand Prix,ocon,1,14,1:48.370,108.37,1,0.0,1,0
2022,São Paulo Grand Prix,ocon,2,14,1:51.720,111.72,2,3.3499999999999943,1,1
2022,São Paulo Grand Prix,ocon,3,14,1:58.847,118.84700000000001,3,7.1270000000000095,1,1
2022,São Paulo Grand Prix,ocon,4,14,2:02.185,122.185,4,3.337999999999994,1,1
2022,São Paulo Grand Prix,ocon,5,14,1:54.782,114.782,5,-7.403000000000006,1,0
2022,São Paulo Grand Prix,ocon,57,8,1:54.329,114.32900000000001,6,-0.45299999999998875,1,0
2022,São Paulo Grand Prix,ocon,58,8,1:54.744,114.744,7,0.41499999999999204,1,0
2022,São Paulo Grand Prix,ocon,59,8,1:56.385,116.38499999999999,8,1.6409999999999911,1,1
2022,São Paulo Grand Prix,ocon,60,8,1:16.468,76.468,9,-39.91699999999999,1,0
2022,São Paulo Grand Prix,ocon,61,8,1:16.235,76.235,10,-0.2330000000000041,1,0
2022,São Paulo Grand Prix,ocon,62,8,1:15.439,75.439,11,-0.7960000000000065,1,0
2022,São Paulo Grand Prix,perez,1,4,1:33.603,93.60300000000001,1,0.0,1,0
2022,São Paulo Grand Prix,perez,2,4,1:54.096,114.096,2,20.492999999999995,1,1
2022,São Paulo Grand Prix,perez,3,4,1:59.735,119.735,3,5.638999999999996,1,1
2022,São Paulo Grand Prix,perez,4,4,2:01.807,121.807,4,2.0720000000000027,1,1
2022,São Paulo Grand Prix,perez,5,4,1:54.764,114.76400000000001,5,-7.042999999999992,1,0
2022,São Paulo Grand Prix,perez,6,4,2:00.838,120.838,6,6.073999999999984,1,1
2022,São Paulo Grand Prix,perez,57,3,1:56.722,116.72200000000001,7,-4.1159999999999854,1,0
2022,São Paulo Grand Prix,perez,58,3,1:56.786,116.786,8,0.06399999999999295,1,0
2022,São Paulo Grand Prix,perez,59,3,2:01.042,121.042,9,4.256,1,1
2022,São Paulo Grand Prix,perez,60,3,1:15.382,75.382,10,-45.66,1,0
2022,São Paulo Grand Prix,perez,61,3,1:14.911,74.911,11,-0.47100000000000364,1,0
2022,São Paulo Grand Prix,perez,62,3,1:14.283,74.283,12,-0.6280000000000001,1,0
2022,São Paulo Grand Prix,russell,1,1,1:28.575,88.575,1,0.0,1,0
2022,São Paulo Grand Prix,russell,2,1,1:56.346,116.346,2,27.771,1,1
2022,São Paulo Grand Prix,russell,3,1,1:59.966,119.96600000000001,3,3.6200000000000045,1,1
2022,São Paulo Grand Prix,russell,4,1,1:59.234,119.23400000000001,4,-0.7319999999999993,1,0
2022,São Paulo Grand Prix,russell,5,1,1:54.429,114.429,5,-4.805000000000007,1,0
2022,São Paulo Grand Prix,russell,6,1,2:05.656,125.656,6,11.227000000000004,1,1
2022,São Paulo Grand Prix,russell,57,1,1:55.908,115.908,7,-9.748000000000005,1,0
2022,São Paulo Grand Prix,russell,58,1,2:00.212,120.212,8,4.304000000000002,1,1
2022,São Paulo Grand Prix,russell,59,1,2:01.663,121.663,9,1.4509999999999934,1,0
2022,São Paulo Grand Prix,russell,60,1,1:14.333,74.333,10,-47.33,1,0
2022,São Paulo Grand Prix,russell,61,1,1:13.785,73.785,11,-0.5480000000000018,1,0
2022,São Paulo Grand Prix,russell,62,1,1:13.881,73.881,12,0.09600000000000364,1,0
2022,São Paulo Grand Prix,sainz,1,7,1:39.095,99.095,1,0.0,1,0
2022,São Paulo Grand Prix,sainz,2,7,1:52.707,112.707,2,13.611999999999995,1,1
2022,São Paulo Grand Prix,sainz,3,7,1:59.094,119.094,3,6.3870000000000005,1,1
2022,São Paulo Grand Prix,sainz,4,7,2:02.359,122.359,4,3.2650000000000006,1,1
2022,São Paulo Grand Prix,sainz,5,7,1:55.022,115.02199999999999,5,-7.337000000000003,1,0
2022,São Paulo Grand Prix,sainz,6,7,1:57.594,117.594,6,2.5720000000000027,1,1
2022,São Paulo Grand Prix,sainz,57,4,1:57.128,117.128,7,-0.465999999999994,1,0
2022,São Paulo Grand Prix,sainz,58,4,1:57.392,117.392,8,0.2639999999999958,1,0
2022,São Paulo Grand Prix,sainz,59,4,1:59.654,119.654,9,2.2620000000000005,1,1
2022,São Paulo Grand Prix,sainz,60,4,1:15.447,75.447,10,-44.206999999999994,1,0
2022,São Paulo Grand Prix,sainz,61,4,1:15.241,75.241,11,-0.20600000000000307,1,0
2022,São Paulo Grand Prix,sainz,62,4,1:14.024,74.024,12,-1.2169999999999987,1,0
2022,São Paulo Grand Prix,stroll,1,12,1:45.389,105.38900000000001,1,0.0,1,0
2022,São Paulo Grand Prix,stroll,2,12,1:51.889,111.88900000000001,2,6.5,1,1
2022,São Paulo Grand Prix,stroll,3,12,1:59.377,119.37700000000001,3,7.4879999999999995,1,1
2022,São Paulo Grand Prix,stroll,4,12,2:01.509,121.509,4,2.131999999999991,1,1
2022,São Paulo Grand Prix,stroll,5,12,1:55.846,115.846,5,-5.662999999999997,1,0
2022,São Paulo Grand Prix,stroll,57,13,1:46.424,106.424,6,-9.421999999999997,1,0
2022,São Paulo Grand Prix,stroll,58,13,1:54.809,114.809,7,8.384999999999991,1,1
2022,São Paulo Grand Prix,stroll,59,13,1:52.923,112.923,8,-1.8859999999999957,1,0
2022,São Paulo Grand Prix,stroll,60,12,1:17.438,77.438,9,-35.485,1,0
2022,São Paulo Grand Prix,stroll,61,12,1:16.073,76.07300000000001,10,-1.3649999999999949,1,0
2022,São Paulo Grand Prix,stroll,62,12,1:15.786,75.786,11,-0.28700000000000614,1,0
2022,São Paulo Grand Prix,tsunoda,1,18,1:54.921,114.92099999999999,1,0.0,1,0
2022,São Paulo Grand Prix,tsunoda,2,18,1:51.324,111.324,2,-3.596999999999994,1,0
2022,São Paulo Grand Prix,tsunoda,3,18,1:57.616,117.616,3,6.292000000000002,1,1
2022,São Paulo Grand Prix,tsunoda,4,17,2:01.059,121.059,4,3.442999999999998,1,1
2022,São Paulo Grand Prix,tsunoda,5,17,1:55.424,115.424,5,-5.634999999999991,1,0
2022,São Paulo Grand Prix,tsunoda,56,16,1:57.303,117.303,6,1.8789999999999907,1,1
2022,São Paulo Grand Prix,tsunoda,57,17,1:55.198,115.19800000000001,7,-2.1049999999999898,1,0
2022,São Paulo Grand Prix,tsunoda,58,17,2:01.330,121.33,8,6.131999999999991,1,1
2022,São Paulo Grand Prix,tsunoda,59,17,1:23.332,83.332,9,-37.998000000000005,1,0
2022,São Paulo Grand Prix,tsunoda,60,17,1:16.867,76.867,10,-6.464999999999989,1,0
2022,São Paulo Grand Prix,tsunoda,61,17,1:16.352,76.352,11,-0.5150000000000006,1,0
2022,São Paulo Grand Prix,vettel,1,8,1:41.404,101.404,1,0.0,1,0
2022,São Paulo Grand Prix,vettel,2,8,1:51.802,111.80199999999999,2,10.397999999999996,1,1
2022,São Paulo Grand Prix,vettel,3,8,1:59.271,119.271,3,7.469000000000008,1,1
2022,São Paulo Grand Prix,vettel,4,8,2:01.932,121.932,4,2.6610000000000014,1,1
2022,São Paulo Grand Prix,vettel,5,8,1:55.348,115.348,5,-6.584000000000003,1,0
2022,São Paulo Grand Prix,vettel,6,8,1:56.350,116.35,6,1.0019999999999953,1,0
2022,São Paulo Grand Prix,vettel,57,7,1:54.021,114.021,7,-2.3289999999999935,1,0
2022,São Paulo Grand Prix,vettel,58,7,1:54.559,114.559,8,0.5379999999999967,1,0
2022,São Paulo Grand Prix,vettel,59,7,1:57.692,117.69200000000001,9,3.1330000000000098,1,1
2022,São Paulo Grand Prix,vettel,60,10,1:18.175,78.175,10,-39.51700000000001,1,0
2022,São Paulo Grand Prix,vettel,61,10,1:16.098,76.098,11,-2.076999999999998,1,0
2022,São Paulo Grand Prix,vettel,62,10,1:15.862,75.862,12,-0.2360000000000042,1,0
2022,São Paulo Grand Prix,zhou,1,13,1:46.561,106.561,1,0.0,1,0
2022,São Paulo Grand Prix,zhou,2,13,1:51.893,111.893,2,5.331999999999994,1,1
2022,São Paulo Grand Prix,zhou,3,13,1:59.282,119.282,3,7.388999999999996,1,1
2022,São Paulo Grand Prix,zhou,4,13,2:02.146,122.146,4,2.8640000000000043,1,1
2022,São Paulo Grand Prix,zhou,5,13,1:55.227,115.227,5,-6.918999999999997,1,0
2022,São Paulo Grand Prix,zhou,57,11,1:47.340,107.34,6,-7.8870000000000005,1,0
2022,São Paulo Grand Prix,zhou,58,11,1:55.192,115.19200000000001,7,7.852000000000004,1,1
2022,São Paulo Grand Prix,zhou,59,11,1:54.460,114.46000000000001,8,-0.7319999999999993,1,0
2022,São Paulo Grand Prix,zhou,60,11,1:17.195,77.195,9,-37.265000000000015,1,0
2022,São Paulo Grand Prix,zhou,61,11,1:16.188,76.188,10,-1.0069999999999908,1,0
2022,São Paulo Grand Prix,zhou,62,11,1:16.198,76.19800000000001,11,0.010000000000005116,1,0
2022,United States Grand Prix,albon,1,9,1:49.136,109.136,1,0.0,1,0
2022,United States Grand Prix,albon,2,10,1:45.350,105.35,2,-3.7860000000000014,1,0
2022,United States Grand Prix,albon,3,10,1:44.781,104.781,3,-0.5689999999999884,1,0
2022,United States Grand Prix,albon,4,11,1:45.143,105.143,4,0.36199999999999477,1,0
2022,United States Grand Prix,albon,5,12,1:46.242,106.24199999999999,5,1.0989999999999895,1,0
2022,United States Grand Prix,alonso,1,12,1:50.722,110.72200000000001,1,0.0,1,0
2022,United States Grand Prix,alonso,2,12,1:45.239,105.239,2,-5.483000000000004,1,0
2022,United States Grand Prix,alonso,3,12,1:44.501,104.501,3,-0.7379999999999995,1,0
2022,United States Grand Prix,alonso,4,12,1:44.541,104.541,4,0.03999999999999204,1,0
2022,United States Grand Prix,alonso,5,11,1:44.939,104.939,5,0.39799999999999613,1,0
2022,United States Grand Prix,bottas,1,11,1:50.031,110.031,1,0.0,1,0
2022,United States Grand Prix,bottas,2,11,1:44.805,104.805,2,-5.225999999999999,1,0
2022,United States Grand Prix,bottas,3,11,1:44.713,104.713,3,-0.09200000000001296,1,0
2022,United States Grand Prix,bottas,4,10,1:43.391,103.39099999999999,4,-1.3220000000000027,1,0
2022,United States Grand Prix,bottas,5,10,1:44.711,104.711,5,1.3200000000000074,1,0
2022,United States Grand Prix,gasly,1,8,1:48.408,108.408,1,0.0,1,0
2022,United States Grand Prix,gasly,2,8,1:44.501,104.501,2,-3.9069999999999965,1,0
2022,United States Grand Prix,gasly,3,8,1:43.602,103.602,3,-0.8990000000000009,1,0
2022,United States Grand Prix,gasly,4,7,1:43.571,103.571,4,-0.03100000000000591,1,0
2022,United States Grand Prix,gasly,5,9,1:46.435,106.435,5,2.8640000000000043,1,1
2022,United States Grand Prix,hamilton,1,2,1:42.630,102.63,1,0.0,1,0
2022,United States Grand Prix,hamilton,2,2,1:42.325,102.325,2,-0.3049999999999926,1,0
2022,United States Grand Prix,hamilton,3,2,1:42.175,102.175,3,-0.15000000000000568,1,0
2022,United States Grand Prix,hamilton,4,2,1:42.798,102.798,4,0.6230000000000047,1,0
2022,United States Grand Prix,hamilton,5,2,1:43.196,103.196,5,0.39799999999999613,1,0
2022,United States Grand Prix,hamilton,6,2,1:42.576,102.576,6,-0.6200000000000045,1,0
2022,United States Grand Prix,kevin_magnussen,1,18,1:53.674,113.674,1,0.0,1,0
2022,United States Grand Prix,kevin_magnussen,2,18,1:46.830,106.83,2,-6.844000000000008,1,0
2022,United States Grand Prix,kevin_magnussen,3,19,1:46.123,106.12299999999999,3,-0.7070000000000078,1,0
2022,United States Grand Prix,kevin_magnussen,4,19,1:44.962,104.962,4,-1.1609999999999872,1,0
2022,United States Grand Prix,kevin_magnussen,5,18,1:45.241,105.241,5,0.27899999999999636,1,0
2022,United States Grand Prix,latifi,1,16,1:52.557,112.557,1,0.0,1,0
2022,United States Grand Prix,latifi,2,15,1:45.322,105.322,2,-7.234999999999999,1,0
2022,United States Grand Prix,latifi,3,15,1:44.579,104.57900000000001,3,-0.742999999999995,1,0
2022,United States Grand Prix,latifi,4,15,1:44.561,104.561,4,-0.018000000000000682,1,0
2022,United States Grand Prix,latifi,5,19,1:56.012,116.012,5,11.450999999999993,1,1
2022,United States Grand Prix,leclerc,1,10,1:49.474,109.47399999999999,1,0.0,1,0
2022,United States Grand Prix,leclerc,2,9,1:44.138,104.138,2,-5.335999999999984,1,0
2022,United States Grand Prix,leclerc,3,9,1:43.357,103.357,3,-0.7810000000000059,1,0
2022,United States Grand Prix,leclerc,4,9,1:44.133,104.13300000000001,4,0.7760000000000105,1,0
2022,United States Grand Prix,leclerc,5,7,1:43.960,103.96000000000001,5,-0.17300000000000182,1,0
2022,United States Grand Prix,max_verstappen,1,1,1:41.343,101.343,1,0.0,1,0
2022,United States Grand Prix,max_verstappen,2,1,1:41.696,101.696,2,0.35299999999999443,1,0
2022,United States Grand Prix,max_verstappen,3,1,1:41.893,101.893,3,0.19700000000000273,1,0
2022,United States Grand Prix,max_verstappen,4,1,1:42.581,102.581,4,0.6880000000000024,1,0
2022,United States Grand Prix,max_verstappen,5,1,1:42.870,102.87,5,0.2890000000000015,1,0
2022,United States Grand Prix,max_verstappen,6,1,1:42.826,102.826,6,-0.04400000000001114,1,0
2022,United States Grand Prix,mick_schumacher,1,15,1:52.255,112.255,1,0.0,1,0
2022,United States Grand Prix,mick_schumacher,2,17,1:46.655,106.655,2,-5.599999999999994,1,0
2022,United States Grand Prix,mick_schumacher,3,17,1:44.896,104.896,3,-1.7590000000000003,1,0
2022,United States Grand Prix,mick_schumacher,4,17,1:44.344,104.344,4,-0.5520000000000067,1,0
2022,United States Grand Prix,mick_schumacher,5,16,1:44.762,104.762,5,0.41800000000000637,1,0
2022,United States Grand Prix,norris,1,6,1:47.107,107.107,1,0.0,1,0
2022,United States Grand Prix,norris,2,7,1:44.959,104.959,2,-2.147999999999996,1,0
2022,United States Grand Prix,norris,3,7,1:43.762,103.762,3,-1.1970000000000027,1,0
2022,United States Grand Prix,norris,4,8,1:44.808,104.80799999999999,4,1.0459999999999923,1,0
2022,United States Grand Prix,norris,5,8,1:45.329,105.32900000000001,5,0.521000000000015,1,0
2022,United States Grand Prix,ocon,1,20,1:55.666,115.666,1,0.0,1,0
2022,United States Grand Prix,ocon,2,19,1:45.362,105.362,2,-10.304000000000002,1,0
2022,United States Grand Prix,ocon,3,18,1:44.580,104.58,3,-0.7819999999999965,1,0
2022,United States Grand Prix,ocon,4,18,1:44.125,104.125,4,-0.4549999999999983,1,0
2022,United States Grand Prix,ocon,5,17,1:44.723,104.723,5,0.597999999999999,1,0
2022,United States Grand Prix,perez,1,7,1:47.523,107.523,1,0.0,1,0
2022,United States Grand Prix,perez,2,6,1:43.173,103.173,2,-4.349999999999994,1,0
2022,United States Grand Prix,perez,3,6,1:42.470,102.47,3,-0.703000000000003,1,0
2022,United States Grand Prix,perez,4,5,1:42.679,102.679,4,0.20900000000000318,1,0
2022,United States Grand Prix,perez,5,5,1:43.791,103.791,5,1.1119999999999948,1,0
2022,United States Grand Prix,perez,6,4,1:42.752,102.75200000000001,6,-1.0389999999999873,1,0
2022,United States Grand Prix,ricciardo,1,13,1:51.259,111.259,1,0.0,1,0
2022,United States Grand Prix,ricciardo,2,13,1:45.277,105.277,2,-5.981999999999999,1,0
2022,United States Grand Prix,ricciardo,3,13,1:44.519,104.519,3,-0.7579999999999956,1,0
2022,United States Grand Prix,ricciardo,4,13,1:44.733,104.733,4,0.21399999999999864,1,0
2022,United States Grand Prix,ricciardo,5,14,1:46.028,106.02799999999999,5,1.2949999999999875,1,0
2022,United States Grand Prix,russell,1,4,1:45.339,105.339,1,0.0,1,0
2022,United States Grand Prix,russell,2,4,1:43.183,103.18299999999999,2,-2.156000000000006,1,0
2022,United States Grand Prix,russell,3,4,1:42.912,102.912,3,-0.2709999999999866,1,0
2022,United States Grand Prix,russell,4,4,1:43.091,103.09100000000001,4,0.17900000000000205,1,0
2022,United States Grand Prix,russell,5,3,1:43.669,103.669,5,0.5779999999999887,1,0
2022,United States Grand Prix,russell,6,3,1:42.985,102.985,6,-0.6839999999999975,1,0
2022,United States Grand Prix,sainz,1,19,1:55.016,115.01599999999999,1,0.0,1,0
2022,United States Grand Prix,stroll,1,3,1:44.253,104.253,1,0.0,1,0
2022,United States Grand Prix,stroll,2,3,1:43.289,103.289,2,-0.9639999999999986,1,0
2022,United States Grand Prix,stroll,3,3,1:43.080,103.08,3,-0.20900000000000318,1,0
2022,United States Grand Prix,stroll,4,3,1:43.296,103.29599999999999,4,0.21599999999999397,1,0
2022,United States Grand Prix,stroll,5,4,1:45.282,105.282,5,1.9860000000000042,1,1
2022,United States Grand Prix,tsunoda,1,14,1:51.661,111.661,1,0.0,1,0
2022,United States Grand Prix,tsunoda,2,14,1:45.433,105.43299999999999,2,-6.228000000000009,1,0
2022,United States Grand Prix,tsunoda,3,14,1:44.598,104.598,3,-0.8349999999999937,1,0
2022,United States Grand Prix,tsunoda,4,14,1:44.759,104.759,4,0.16100000000000136,1,0
2022,United States Grand Prix,tsunoda,5,13,1:44.900,104.9,5,0.14100000000000534,1,0
2022,United States Grand Prix,vettel,1,5,1:46.020,106.02000000000001,1,0.0,1,0
2022,United States Grand Prix,vettel,2,5,1:43.490,103.49000000000001,2,-2.530000000000001,1,0
2022,United States Grand Prix,vettel,3,5,1:43.031,103.031,3,-0.4590000000000032,1,0
2022,United States Grand Prix,vettel,4,6,1:44.270,104.27000000000001,4,1.2390000000000043,1,0
2022,United States Grand Prix,vettel,5,6,1:44.329,104.32900000000001,5,0.0589999999999975,1,0
2022,United States Grand Prix,zhou,1,17,1:52.824,112.824,1,0.0,1,0
2022,United States Grand Prix,zhou,2,16,1:45.535,105.535,2,-7.2890000000000015,1,0
2022,United States Grand Prix,zhou,3,16,1:44.538,104.538,3,-0.9969999999999999,1,0
2022,United States Grand Prix,zhou,4,16,1:44.511,104.511,4,-0.027000000000001023,1,0
2022,United States Grand Prix,zhou,5,15,1:44.904,104.904,5,0.3930000000000007,1,0
2023,Abu Dhabi Grand Prix,albon,1,17,1:40.625,100.625,1,0.0,1,0
2023,Abu Dhabi Grand Prix,albon,2,18,1:33.560,93.56,2,-7.064999999999998,1,0
2023,Abu Dhabi Grand Prix,albon,3,18,1:31.768,91.768,3,-1.7920000000000016,1,0
2023,Abu Dhabi Grand Prix,albon,4,18,1:31.591,91.59100000000001,4,-0.1769999999999925,1,0
2023,Abu Dhabi Grand Prix,albon,5,18,1:31.422,91.422,5,-0.16900000000001114,1,0
2023,Abu Dhabi Grand Prix,albon,51,15,1:28.675,88.675,6,-2.747,1,0
2023,Abu Dhabi Grand Prix,albon,52,15,1:28.402,88.402,7,-0.27299999999999613,1,0
2023,Abu Dhabi Grand Prix,albon,53,15,1:28.608,88.608,8,0.20600000000000307,1,0
2023,Abu Dhabi Grand Prix,albon,54,15,1:28.812,88.812,9,0.20399999999999352,1,0
2023,Abu Dhabi Grand Prix,albon,55,15,1:28.742,88.742,10,-0.06999999999999318,1,0
2023,Abu Dhabi Grand Prix,alonso,1,7,1:36.044,96.044,1,0.0,1,0
2023,Abu Dhabi Grand Prix,alonso,2,7,1:31.755,91.755,2,-4.2890000000000015,1,0
2023,Abu Dhabi Grand Prix,alonso,3,7,1:30.823,90.82300000000001,3,-0.931999999999988,1,0
2023,Abu Dhabi Grand Prix,alonso,4,7,1:30.660,90.66,4,-0.16300000000001091,1,0
2023,Abu Dhabi Grand Prix,alonso,5,7,1:30.773,90.773,5,0.11299999999999955,1,0
2023,Abu Dhabi Grand Prix,alonso,51,8,1:28.491,88.491,6,-2.2819999999999965,1,0
2023,Abu Dhabi Grand Prix,alonso,52,8,1:28.604,88.604,7,0.11299999999999955,1,0
2023,Abu Dhabi Grand Prix,alonso,53,8,1:28.714,88.714,8,0.10999999999999943,1,0
2023,Abu Dhabi Grand Prix,alonso,54,8,1:29.174,89.174,9,0.46000000000000796,1,0
2023,Abu Dhabi Grand Prix,alonso,55,8,1:28.952,88.952,10,-0.2220000000000084,1,0
2023,Abu Dhabi Grand Prix,bottas,1,16,1:40.300,100.3,1,0.0,1,0
2023,Abu Dhabi Grand Prix,bottas,2,16,1:32.770,92.77000000000001,2,-7.529999999999987,1,0
2023,Abu Dhabi Grand Prix,bottas,3,16,1:31.698,91.69800000000001,3,-1.0720000000000027,1,0
2023,Abu Dhabi Grand Prix,bottas,4,16,1:31.281,91.281,4,-0.4170000000000016,1,0
2023,Abu Dhabi Grand Prix,bottas,5,16,1:31.445,91.445,5,0.16399999999998727,1,0
2023,Abu Dhabi Grand Prix,bottas,51,19,1:31.017,91.017,6,-0.42799999999999727,1,0
2023,Abu Dhabi Grand Prix,bottas,52,19,1:30.924,90.924,7,-0.09299999999998931,1,0
2023,Abu Dhabi Grand Prix,bottas,53,19,1:31.713,91.713,8,0.7889999999999873,1,0
2023,Abu Dhabi Grand Prix,bottas,54,19,1:30.855,90.855,9,-0.8579999999999899,1,0
2023,Abu Dhabi Grand Prix,bottas,55,19,1:30.530,90.53,10,-0.32500000000000284,1,0
2023,Abu Dhabi Grand Prix,gasly,1,8,1:36.636,96.636,1,0.0,1,0
2023,Abu Dhabi Grand Prix,gasly,2,8,1:31.774,91.774,2,-4.861999999999995,1,0
2023,Abu Dhabi Grand Prix,gasly,3,8,1:30.824,90.824,3,-0.9500000000000028,1,0
2023,Abu Dhabi Grand Prix,gasly,4,8,1:30.758,90.758,4,-0.0660000000000025,1,0
2023,Abu Dhabi Grand Prix,gasly,5,8,1:30.764,90.764,5,0.006000000000000227,1,0
2023,Abu Dhabi Grand Prix,gasly,51,14,1:29.445,89.445,6,-1.3190000000000026,1,0
2023,Abu Dhabi Grand Prix,gasly,52,14,1:29.587,89.587,7,0.14200000000001012,1,0
2023,Abu Dhabi Grand Prix,gasly,53,14,1:29.532,89.532,8,-0.05500000000000682,1,0
2023,Abu Dhabi Grand Prix,gasly,54,14,1:29.435,89.435,9,-0.0969999999999942,1,0
2023,Abu Dhabi Grand Prix,gasly,55,14,1:29.307,89.307,10,-0.1280000000000001,1,0
2023,Abu Dhabi Grand Prix,hamilton,1,9,1:37.227,97.227,1,0.0,1,0
2023,Abu Dhabi Grand Prix,hamilton,2,9,1:31.727,91.727,2,-5.5,1,0
2023,Abu Dhabi Grand Prix,hamilton,3,10,1:31.526,91.526,3,-0.20100000000000762,1,0
2023,Abu Dhabi Grand Prix,hamilton,4,10,1:30.844,90.844,4,-0.6820000000000022,1,0
2023,Abu Dhabi Grand Prix,hamilton,5,10,1:30.844,90.844,5,0.0,1,0
2023,Abu Dhabi Grand Prix,hamilton,51,9,1:28.531,88.531,6,-2.312999999999988,1,0
2023,Abu Dhabi Grand Prix,hamilton,52,9,1:28.372,88.372,7,-0.15900000000000603,1,0
2023,Abu Dhabi Grand Prix,hamilton,53,9,1:28.474,88.474,8,0.10200000000000387,1,0
2023,Abu Dhabi Grand Prix,hamilton,54,9,1:28.634,88.634,9,0.1599999999999966,1,0
2023,Abu Dhabi Grand Prix,hamilton,55,9,1:28.584,88.584,10,-0.04999999999999716,1,0
2023,Abu Dhabi Grand Prix,hulkenberg,1,13,1:39.291,99.291,1,0.0,1,0
2023,Abu Dhabi Grand Prix,hulkenberg,2,14,1:32.921,92.92099999999999,2,-6.3700000000000045,1,0
2023,Abu Dhabi Grand Prix,hulkenberg,3,14,1:31.351,91.351,3,-1.5699999999999932,1,0
2023,Abu Dhabi Grand Prix,hulkenberg,4,14,1:31.374,91.374,4,0.022999999999996135,1,0
2023,Abu Dhabi Grand Prix,hulkenberg,5,14,1:31.227,91.227,5,-0.14699999999999136,1,0
2023,Abu Dhabi Grand Prix,hulkenberg,51,16,1:30.079,90.07900000000001,6,-1.1479999999999961,1,0
2023,Abu Dhabi Grand Prix,hulkenberg,52,16,1:30.105,90.105,7,0.02599999999999625,1,0
2023,Abu Dhabi Grand Prix,hulkenberg,53,16,1:30.090,90.09,8,-0.015000000000000568,1,0
2023,Abu Dhabi Grand Prix,hulkenberg,54,16,1:29.667,89.667,9,-0.4230000000000018,1,0
2023,Abu Dhabi Grand Prix,hulkenberg,55,16,1:29.576,89.576,10,-0.09100000000000819,1,0
2023,Abu Dhabi Grand Prix,kevin_magnussen,1,19,1:41.597,101.59700000000001,1,0.0,1,0
2023,Abu Dhabi Grand Prix,kevin_magnussen,2,19,1:33.067,93.06700000000001,2,-8.530000000000001,1,0
2023,Abu Dhabi Grand Prix,kevin_magnussen,3,19,1:31.711,91.711,3,-1.3560000000000088,1,0
2023,Abu Dhabi Grand Prix,kevin_magnussen,4,19,1:31.593,91.593,4,-0.117999999999995,1,0
2023,Abu Dhabi Grand Prix,kevin_magnussen,5,20,1:33.881,93.881,5,2.2879999999999967,1,1
2023,Abu Dhabi Grand Prix,kevin_magnussen,51,20,1:30.432,90.432,6,-3.448999999999998,1,0
2023,Abu Dhabi Grand Prix,kevin_magnussen,52,20,1:31.497,91.497,7,1.0649999999999977,1,0
2023,Abu Dhabi Grand Prix,kevin_magnussen,53,20,1:30.445,90.445,8,-1.0520000000000067,1,0
2023,Abu Dhabi Grand Prix,kevin_magnussen,54,20,1:30.207,90.207,9,-0.23799999999999955,1,0
2023,Abu Dhabi Grand Prix,kevin_magnussen,55,20,1:30.252,90.252,10,0.045000000000001705,1,0
2023,Abu Dhabi Grand Prix,leclerc,1,2,1:33.119,93.119,1,0.0,1,0
2023,Abu Dhabi Grand Prix,leclerc,2,2,1:31.117,91.117,2,-2.0019999999999953,1,0
2023,Abu Dhabi Grand Prix,leclerc,3,2,1:30.500,90.5,3,-0.6170000000000044,1,0
2023,Abu Dhabi Grand Prix,leclerc,4,2,1:30.884,90.884,4,0.38400000000000034,1,0
2023,Abu Dhabi Grand Prix,leclerc,5,2,1:30.459,90.459,5,-0.42499999999999716,1,0
2023,Abu Dhabi Grand Prix,leclerc,51,2,1:28.695,88.695,6,-1.76400000000001,1,0
2023,Abu Dhabi Grand Prix,leclerc,52,2,1:28.603,88.60300000000001,7,-0.09199999999998454,1,0
2023,Abu Dhabi Grand Prix,leclerc,53,2,1:28.545,88.545,8,-0.058000000000006935,1,0
2023,Abu Dhabi Grand Prix,leclerc,54,2,1:28.778,88.77799999999999,9,0.23299999999998988,1,0
2023,Abu Dhabi Grand Prix,leclerc,55,2,1:28.552,88.55199999999999,10,-0.2259999999999991,1,0
2023,Abu Dhabi Grand Prix,max_verstappen,1,1,1:32.190,92.19,1,0.0,1,0
2023,Abu Dhabi Grand Prix,max_verstappen,2,1,1:30.710,90.71000000000001,2,-1.4799999999999898,1,0
2023,Abu Dhabi Grand Prix,max_verstappen,3,1,1:30.408,90.408,3,-0.3020000000000067,1,0
2023,Abu Dhabi Grand Prix,max_verstappen,4,1,1:30.716,90.71600000000001,4,0.30800000000000693,1,0
2023,Abu Dhabi Grand Prix,max_verstappen,5,1,1:30.552,90.55199999999999,5,-0.1640000000000157,1,0
2023,Abu Dhabi Grand Prix,max_verstappen,51,1,1:27.849,87.849,6,-2.7029999999999887,1,0
2023,Abu Dhabi Grand Prix,max_verstappen,52,1,1:27.851,87.851,7,0.001999999999995339,1,0
2023,Abu Dhabi Grand Prix,max_verstappen,53,1,1:27.683,87.68299999999999,8,-0.16800000000000637,1,0
2023,Abu Dhabi Grand Prix,max_verstappen,54,1,1:27.513,87.513,9,-0.1699999999999875,1,0
2023,Abu Dhabi Grand Prix,max_verstappen,55,1,1:27.930,87.93,10,0.4170000000000016,1,0
2023,Abu Dhabi Grand Prix,norris,1,4,1:34.309,94.309,1,0.0,1,0
